1543,307.0004345
1720,307.0004345
1774,307.0004345
1781,307.0004345
1830,307.0004345
1859,307.0004345
1881,307.0004345
1888,307.0004345
1902,307.0004345
2008,307.0004345
2033,307.0004345
2047,307.0004345
2050,307.0004345
2063,307.0004345
2077,307.0004345
2083,307.0004345
2095,307.0004345
2096,307.0004345
2118,307.0004345
2135,307.0004345
2180,307.0004345
2193,307.0004345
2212,307.0004345
2252,307.0004345
2354,307.0004345
2375,307.0004345
2436,307.0004345
2453,307.0004345
2489,307.0004345
2503,307.0004345
2525,307.0004345
2559,307.0004345
2561,307.0004345
2634,307.0004345
2685,307.0004345
2720,307.0004345
2757,307.0004345
2785,307.0004345
2786,307.0004345
2818,307.0004345
2827,307.0004345
2847,307.0004345
2935,307.0004345
2943,307.0004345
2970,307.0004345
2994,307.0004345
3020,307.0004345
3021,307.0004345
3030,307.0004345
3105,307.0004345
3108,307.0004345
3238,307.0004345
3250,307.0004345
3407,307.0004345
3418,307.0004345
3516,307.0004345
3520,307.0004345
3629,307.0004345
3699,307.0004345
3818,307.0004345
3819,307.0004345
3859,307.0004345
3923,307.0004345
4162,307.0004345
4447,307.0004345
4504,307.0004345
4531,307.0004345
4624,307.0004345
4680,307.0004345
4752,307.0004345
5234,307.0004345
6148,307.0004345
7955,307.0004345
3652,86.83830445
3198,73.43099428
7856,73.27601529
3549,70.62376167
2251,70.24213607
4806,67.38187248
4224,65.94356436
5260,63.32830928
8004,61.99924802
7829,60.19731773
7870,59.55747618
7619,57.51881344
5294,54.71031586
3321,52.24674788
7600,52.24149861
5301,51.64595844
3586,50.74511226
3234,50.28696516
3927,48.55569595
6262,48.08501434
4840,47.62526393
2422,46.92986604
3590,44.51077975
4213,43.86281812
3770,43.77383848
7412,43.22910044
4619,43.17351145
7625,42.84050138
5682,40.6050287
4266,40.60086819
7973,39.27116008
4466,38.88458821
8018,38.78560074
1910,38.60444996
2936,38.09822803
4314,37.90527529
1960,37.90002809
3965,37.79123197
6943,35.97008971
3486,35.5550365
3685,35.24795032
4676,35.23008228
4132,34.87485817
4382,34.45640435
4312,34.24856861
2119,34.17466932
6559,34.1614782
4151,33.97497857
6331,33.88677751
3216,33.79978993
3488,33.76255127
2280,33.74858981
2488,33.47794433
3864,32.8537479
2509,32.76273709
4111,32.72350028
4413,32.58912816
8015,32.26155528
7964,31.74150136
3481,31.64924818
1923,31.53835083
1833,31.07016517
3892,30.97425433
6887,30.8698712
3304,30.7373859
3677,30.61790313
3659,30.00490709
2842,29.85188589
2398,29.59103947
1983,29.51470797
3437,29.33861217
3106,29.30468866
7364,28.8708417
4735,28.77179065
4536,28.16863005
4508,27.73970269
3062,27.71600558
5987,27.56357781
7692,27.54458986
2763,27.38082462
5787,27.34426904
2712,27.25786451
3825,27.25625677
5994,26.75150001
6960,26.687054
7653,26.46781644
3584,26.3889198
7963,26.03559388
3077,25.75394702
4849,25.51117638
2659,25.37573647
3460,25.02192339
3985,24.83337898
2767,24.76167082
3714,24.70769496
2923,24.55920643
6485,24.55029456
2314,24.51641327
4188,24.44951579
3680,24.16707539
2336,24.11979324
1977,24.08970112
3195,23.84836267
4811,23.36016651
3820,23.34726422
5814,23.30207843
6250,23.28765028
4689,23.18480911
5091,23.13389652
2177,23.11825887
2385,23.06330855
7702,22.67568605
2384,22.64413144
3455,22.57862331
2343,22.52409851
4276,22.44364744
2357,21.963328
7818,21.59528479
6030,21.46888566
2520,21.05714255
4682,20.75952539
2386,20.66641893
7335,20.59089197
3279,20.40814692
4324,20.20345439
7779,20.10193246
5417,19.85604701
5308,19.79267996
3773,19.79147077
4055,19.65892711
4617,19.64733057
3335,19.60792275
3360,19.23310189
3439,19.17606544
2182,19.05979047
2657,18.59767808
4541,18.51326272
7649,18.28490662
4248,18.22558195
4079,17.9427981
1920,17.73042682
5582,17.48345669
5008,17.17889476
6052,16.95280694
3855,16.66219783
4960,16.61936499
3720,16.3635122
2320,16.34745846
5390,16.25084651
4154,15.88236153
3223,15.80904141
5836,15.7552144
7906,15.70854079
4988,15.24207517
1897,15.1621563
2635,15.06331011
2631,14.95038703
7334,14.84735366
5624,14.56266729
4144,14.53164528
5544,14.51900982
3713,14.34921958
6040,14.27408739
4694,14.25205168
5379,14.05371697
7506,14.02825128
4245,14.01356907
5169,14.00413088
2194,13.83132283
1841,13.79864576
4184,13.72989859
4974,13.68318559
2184,13.55335319
3786,13.39506863
3402,13.3163775
1826,13.10081226
4225,13.09247385
4875,13.0404463
1734,13.0005016
4686,12.8498686
4048,12.62952466
3147,12.58304462
4835,12.39823695
2126,12.27723384
4323,12.10335767
5516,11.98421496
2167,11.91436911
2413,11.31490939
4912,11.27597691
3316,11.19453557
2002,11.16284367
2015,10.92782108
4351,10.89454159
7559,10.38880241
7819,10.02031426
3538,9.960981884
6223,9.956758398
6075,9.835587953
3400,9.721680682
3980,9.540784131
7028,9.49896855
6391,9.375265896
5788,9.328361073
4709,9.237112365
4024,9.041424842
6271,8.997808011
5751,8.985079372
4729,8.963951483
5499,8.914656967
2754,8.879614633
2188,8.857789232
6344,8.801965665
2958,8.799322653
5035,8.626337831
1972,8.606326368
6354,8.490518973
5946,8.443786418
6470,8.382159472
5901,8.372076065
2389,8.35651268
4178,8.282788661
4365,8.251879371
